0/12343: emocional -->  EMOCIONAL
3121/12343: intensidad -->  INTENSIDAD
3122/12343: adelantar -->  ADELANTAR
3123/12343: chamorro -->  CHAMORRO
3124/12343: próximo -->  PRÓXIMO
3125/12343: reducido -->  REDUCIDO
3126/12343: ingesta -->  GESTA
3127/12343: consultar -->  CONSULTAR
3128/12343: incorporarme -->  INCORPORAR
3129/12343: pela -->  PELA
3130/12343: evitarla -->  EVITAR
3131/12343: ocasionó -->  OCASIONAR
3132/12343: intente -->  INTENTAR
3133/12343: planteó -->  PLANTEAR
3134/12343: mujer -->  MUJER
3135/12343: apoyó -->  APOYAR
3136/12343: aumentó -->  AUMENTAR
3137/12343: cuestionamiento -->  CUESTIONAMIENTO
3138/12343: renuncie -->  RENUNCIAR
3139/12343: aplicarlo -->  APLICAR
3140/12343: amanecí -->  AMANECER
3141/12343: rara -->  RARO
3142/12343: misa -->  MISA
3143/12343: entraban -->  ENTRAR
3144/12343: vomitar -->  VOMITAR
3145/12343: intenté -->  INTENTAR
3146/12343: descansé -->  DESCANSAR
3147/12343: incorporación -->  INCORPORACIÓN
3148/12343: indicación -->  INDICACIÓN
3149/12343: médica -->  MÉDICO
3150/12343: urgencias -->  URGENCIA
3151/12343: sala -->  SALA
3152/12343: observación -->  OBSERVACIÓN
3153/12343: directamente -->  DIRECTAMENTE
3154/12343: pisos -->  PISO
3155/12343: funcionado -->  FUNCIONAR
3156/12343: volar -->  VOLAR
3157/12343: altibajos -->  ALTIBAJOS
3158/12343: contestaciones -->  CONTESTACIÓN
3159/12343: matices -->  MATIZ
3160/12343: reflejar -->  REFLEJAR
3161/12343: explicar -->  EXPLICAR
3162/12343: viviendo -->  VIVIR
3163/12343: dañada -->  DAÑADO
3164/12343: presión -->  PRESIÓN
3165/12343: francamente -->  FRANCAMENTE
3166/12343: deshecha -->  DESHACER
3167/12343: sobreviviré -->  SOBREVIVIR
3168/12343: desgana -->  DESGANA
3169/12343: desánimo -->  DESÁNIMO
3170/12343: motivarme -->  MOTIVAR
3171/12343: música -->  MÚSICA
3172/12343: irritable -->  IRRITABLE
3173/12343: cómoda -->  CÓMODA
3174/12343: habitación -->  HABITACIÓN
3175/12343: dada -->  DAR
3176/12343: deprimirme -->  DEPRIMIR
3177/12343: ociosidad -->  OCIOSIDAD
3178/12343: marcarme -->  MARCAR
3179/12343: rutinas -->  RUTINA
3180/12343: ignorar -->  IGNORAR
3181/12343: aislándome -->  -
3182/12343: mentalmente -->  MENTALMENTE
3183/12343: objetivos -->  OBJETIVO
3184/12343: ilusionándome -->  -
3185/12343: pequeñas -->  PEQUEÑO
3186/12343: halloween -->  -
3187/12343: entrevista -->  ENTREVISTA
3188/12343: azafata -->  AZAFATA
3189/12343: vuelo -->  VUELO
3190/12343: contado -->  CONTADO
3191/12343: tierra -->  TIERRA
3192/12343: aprender -->  APRENDER
3193/12343: cientos -->  CIENTOS
3194/12343: necesita -->  NECESITAR
3195/12343: engaña -->  ENGAÑAR
3196/12343: bobos -->  BOBO
3197/12343: universidad -->  UNIVERSIDAD
3198/12343: matricula -->  MATRICULAR
3199/12343: facultad -->  FACULTAD
3200/12343: desanimo -->  DESANIMAR
3201/12343: dónde -->  DÓNDE
3202/12343: crees -->  CREAR
3203/12343: marta -->  MARTA
3204/12343: cierre -->  CIERRE
3205/12343: ve -->  IR
3206/12343: despierta -->  DESPIERTO
3207/12343: planeadas -->  PLANEAR
3208/12343: cuantas -->  CUANTO
3209/12343: desordenada -->  DESORDENADO
3210/12343: ordenando -->  ORDENANDO
3211/12343: paquetones -->  -
3212/12343: enormes -->  ENORME
3213/12343: llevarse -->  LLEVAR
3214/12343: costar -->  COSTAR
3215/12343: llevarlo -->  LLEVAR
3216/12343: encerrarme -->  ENCERRAR
3217/12343: amable -->  AMABLE
3218/12343: propuesto -->  PROPONER
3219/12343: flores -->  FLOR
3220/12343: vivero -->  VIVERO
3221/12343: frescas -->  FRESCA
3222/12343: baratas -->  BARATA
3223/12343: agonía -->  AGONÍA
3224/12343: fallecimiento -->  FALLECIMIENTO
3225/12343: abuelo -->  ABUELO
3226/12343: ejerció -->  EJERCER
3227/12343: influencia -->  INFLUENCIA
3228/12343: recuperada -->  RECUPERAR
3229/12343: relativa -->  RELATIVO
3230/12343: relativamente -->  RELATIVAMENTE
3231/12343: controlable -->  -
3232/12343: inss -->  -
3233/12343: juzgado -->  JUZGADO
3234/12343: consulté -->  CONSULTAR
3235/12343: tratara -->  TRATAR
3236/12343: controlarla -->  CONTROLAR
3237/12343: ejercicios -->  EJERCICIO
3238/12343: audios -->  AUDIO
3239/12343: presentar -->  PRESENTAR
3240/12343: tribunal -->  TRIBUNAL
3241/12343: entró -->  ENTRAR
3242/12343: ataque -->  ATAQUE
3243/12343: lormetazepam -->  -
3244/12343: realmente -->  REALMENTE
3245/12343: dispuesta -->  DISPUESTO
3246/12343: echaba -->  ECHAR
3247/12343: afronto -->  AFRONTAR
3248/12343: satisfecha -->  SATISFECHO
3249/12343: haberlo -->  HABER
3250/12343: determinados -->  DETERMINADO
3251/12343: aparto -->  APARTAR
3252/12343: pretendo -->  PRETENDER
3253/12343: angustiada -->  ANGUSTIADO
3254/12343: sumida -->  SUMIR
3255/12343: inscribirme -->  INSCRIBIR
3256/12343: nuevamente -->  NUEVAMENTE
3257/12343: inem -->  -
3258/12343: apuntado -->  APUNTADO
3259/12343: decaída -->  DECAÍDO
3260/12343: desconcertada -->  DESCONCERTADO
3261/12343: aniversario -->  ANIVERSARIO
3262/12343: enterramiento -->  ENTERRAMIENTO
3263/12343: económicos -->  ECONÓMICO
3264/12343: conyugales -->  CONYUGAL
3265/12343: finaliza -->  FINALIZAR
3266/12343: oposiciones -->  OPOSICIÓN
3267/12343: promoción -->  PROMOCIÓN
3268/12343: interna -->  INTERNO
3269/12343: acaban -->  ACABAR
3270/12343: despedir -->  DESPEDIR
3271/12343: deben -->  DEBER
3272/12343: cobrar -->  COBRAR
3273/12343: incentivos -->  INCENTIVO
3274/12343: placenteros -->  PLACENTERO
3275/12343: cumplimiento -->  CUMPLIMIENTO
3276/12343: sacrificios -->  SACRIFICIO
3277/12343: apartado -->  APARTADO
3278/12343: gripal -->  GRIPAL
3279/12343: gripe -->  GRIPE
3280/12343: mediatiza -->  MEDIATIZAR
3281/12343: examen -->  EXAMEN
3282/12343: enfermar -->  ENFERMAR
3283/12343: excusa -->  EXCUSA
3284/12343: supuesta -->  SUPUESTO
3285/12343: diría -->  DECIR
3286/12343: aprobado -->  APROBADO
3287/12343: contento -->  CONTENTO
3288/12343: expectativas -->  EXPECTATIVA
3289/12343: generadas -->  GENERAR
3290/12343: desgaste -->  DESGASTE
3291/12343: inquietantes -->  INQUIETANTE
3292/12343: esperados -->  ESPERAR
3293/12343: término -->  TÉRMINO
3294/12343: apruebas -->  APROBAR
3295/12343: suspendes -->  SUSPENDER
3296/12343: fase -->  FASE
3297/12343: aspirantes -->  ASPIRANTE
3298/12343: plazas -->  PLAZA
3299/12343: nula -->  NULO
3300/12343: tercer -->  TERCER
3301/12343: probablemente -->  PROBABLEMENTE
3302/12343: salen -->  SALAR
3303/12343: delgada -->  DELGADO
3304/12343: línea -->  LÍNEA
3305/12343: separa -->  SEPARAR
3306/12343: éxito -->  ÉXITO
3307/12343: suerte -->  SUERTE
3308/12343: camino -->  CAMINO
3309/12343: administrativa -->  ADMINISTRATIVO
3310/12343: manejo -->  MANEJO
3311/12343: incertidumbre -->  INCERTIDUMBRE
3312/12343: psíquico -->  PSÍQUICO
3313/12343: crohn -->  -
3314/12343: mantenga -->  MANTENER
3315/12343: estabilizada -->  ESTABILIZAR
3316/12343: mejorías -->  MEJORÍA
3317/12343: chof -->  -
3318/12343: superándolo -->  -
3319/12343: guardia -->  GUARDIA
3320/12343: aprendido -->  APRENDER
3321/12343: callar -->  CALLAR
3322/12343: tomas -->  TOMA
3323/12343: compañero -->  COMPAÑERO
3324/12343: apoyando -->  APOYAR
3325/12343: ámbito -->  ÁMBITO
3326/12343: ganado -->  GANADO
3327/12343: principal -->  PRINCIPAL
3328/12343: defender -->  DEFENDER
3329/12343: episodios -->  EPISODIO
3330/12343: urticaria -->  URTICARIA
3331/12343: recetaron -->  RECETAR
3332/12343: antihistamínicos -->  -
3333/12343: actualmente -->  ACTUALMENTE
3334/12343: tirar -->  TIRAR
3335/12343: delante -->  DELANTE
3336/12343: despertándome -->  -
3337/12343: bebiendo -->  BEBER
3338/12343: recordar -->  RECORDAR
3339/12343: junto -->  JUNTO
3340/12343: abogada -->  ABOGADO
3341/12343: enfrentar -->  ENFRENTAR
3342/12343: comité -->  COMITÉ
3343/12343: viví -->  VIVIR
3344/12343: temblaba -->  TEMBLAR
3345/12343: sistema -->  SISTEMA
3346/12343: despertaba -->  DESPERTAR
3347/12343: remontar -->  REMONTAR
3348/12343: temperatura -->  TEMPERATURA
3349/12343: encontrara -->  ENCONTRAR
3350/12343: determinada -->  DETERMINADO
3351/12343: confusión -->  CONFUSIÓN
3352/12343: demasiada -->  DEMASIADO
3353/12343: animo -->  ANIMAR
3354/12343: influenciado -->  INFLUENCIAR
3355/12343: clima -->  CLIMA
3356/12343: exactitud -->  EXACTITUD
3357/12343: peleas -->  PELEA
3358/12343: juntan -->  JUNTAR
3359/12343: letras -->  LETRA
3360/12343: contestando -->  CONTESTAR
3361/12343: inercia -->  INERCIA
3362/12343: poderlas -->  PODER
3363/12343: confusas -->  CONFUSO
3364/12343: anteayer -->  -
3365/12343: estreñimiento -->  ESTREÑIMIENTO
3366/12343: brutal -->  BRUTAL
3367/12343: pudiendo -->  PODER
3368/12343: achaco -->  ACHACAR
3369/12343: laxante -->  LAXANTE
3370/12343: poniendo -->  PONER
3371/12343: micralax -->  -
3372/12343: medicándome -->  -
3373/12343: habérmelo -->  -
3374/12343: bolo -->  BOLO
3375/12343: liquido -->  LIQUIDAR
3376/12343: saliendo -->  SALIR
3377/12343: bolas -->  BOLA
3378/12343: estreñida -->  ESTREÑIDO
3379/12343: verduras -->  VERDURA
3380/12343: frutas -->  FRUTA
3381/12343: impedir -->  IMPEDIR
3382/12343: crónico -->  CRÓNICO
3383/12343: movicol -->  -
3384/12343: oral -->  ORAL
3385/12343: sobres -->  SOBRE
3386/12343: sugirió -->  SUGERIR
3387/12343: laxantes -->  LAXANTE
3388/12343: medicarme -->  MEDICAR
3389/12343: concentrándome -->  -
3390/12343: lectura -->  LECTURA
3391/12343: rastreando -->  RASTREAR
3392/12343: buscando -->  BUSCAR
3393/12343: entretienen -->  ENTRETENER
3394/12343: vista -->  VISTA
3395/12343: brillo -->  BRILLO
3396/12343: pantalla -->  PANTALLA
3397/12343: caluroso -->  CALUROSO
3398/12343: veranos -->  VERANO
3399/12343: calurosos -->  CALUROSO
3400/12343: afirmarme -->  AFIRMAR
3401/12343: creyéndome -->  -
3402/12343: infrahumano -->  INFRAHUMANO
3403/12343: mecedora -->  MECEDORA
3404/12343: apoyarme -->  APOYAR
3405/12343: psicólogo -->  PSICÓLOGO
3406/12343: sueno -->  SONAR
3407/12343: quedándome -->  -
3408/12343: leyendo -->  LEER
3409/12343: recomendado -->  RECOMENDADO
3410/12343: llaman -->  LLAMAR
3411/12343: tomarlos -->  TOMAR
3412/12343: medicamento -->  MEDICAMENTO
3413/12343: irenor -->  -
3414/12343: combatiéndolos -->  -
3415/12343: tilas -->  TILA
3416/12343: sorteándolo -->  -
3417/12343: planificado -->  PLANIFICAR
3418/12343: voluntariado -->  -
3419/12343: semanales -->  SEMANAL
3420/12343: ropero -->  ROPERO
3421/12343: caritas -->  CARITA
3422/12343: poderlo -->  PODER
3423/12343: preparativos -->  PREPARATIVO
3424/12343: comunicar -->  COMUNICAR
3425/12343: comunicación -->  COMUNICACIÓN
3426/12343: seguida -->  SEGUIDA
3427/12343: escasa -->  ESCASO
3428/12343: avanzada -->  AVANZADA
3429/12343: cuidando -->  CUIDAR
3430/12343: sábados -->  SÁBADO
3431/12343: dificultad -->  DIFICULTAD
3432/12343: decepcionada -->  DECEPCIONAR
3433/12343: dará -->  DAR
3434/12343: ridiculizo -->  RIDICULIZAR
3435/12343: bebe -->  BEBER
3436/12343: cocinar -->  COCINAR
3437/12343: dichosa -->  DICHOSO
3438/12343: calles -->  CALLE
3439/12343: mareaba -->  MAREAR
3440/12343: arriesgarme -->  ARRIESGAR
3441/12343: gafas -->  GAFA
3442/12343: luces -->  LUZ
3443/12343: revista -->  REVISTA
3444/12343: radical -->  RADICAL
3445/12343: falla -->  FALLA
3446/12343: desequilibrio -->  DESEQUILIBRIO
3447/12343: despacito -->  DESPACITO
3448/12343: centros -->  CENTRO
3449/12343: comerciales -->  COMERCIAL
3450/12343: marean -->  MAREAR
3451/12343: desganada -->  DESGANADO
3452/12343: dejaba -->  DEJAR
3453/12343: cortaba -->  CORTAR
3454/12343: abría -->  ABRIR
3455/12343: cerraba -->  CERRAR
3456/12343: dientes -->  DIENTE
3457/12343: apretados -->  APRETADO
3458/12343: poderme -->  PODER
3459/12343: atenderme -->  ATENDER
3460/12343: insegura -->  INSEGURO
3461/12343: asusto -->  ASUSTO
3462/12343: estancado -->  ESTANCADO
3463/12343: perdón -->  PERDÓN
3464/12343: tropiezo -->  TROPIEZO
3465/12343: test -->  TEST
3466/12343: valorarme -->  VALORAR
3467/12343: machacando -->  MACHACAR
3468/12343: iguales -->  IGUAL
3469/12343: cambiare -->  -
3470/12343: ocho -->  OCHO
3471/12343: autoanalizo -->  -
3472/12343: escondites -->  ESCONDITE
3473/12343: trabaja -->  TRABAJAR
3474/12343: disimulo -->  DISIMULO
3475/12343: nieto -->  NIETO
3476/12343: yerno -->  YERNO
3477/12343: traga -->  TRAGAR
3478/12343: mental -->  MENTAL
3479/12343: recuperando -->  RECUPERAR
3480/12343: descontrolado -->  DESCONTROLADO
3481/12343: padecer -->  PADECER
3482/12343: combatir -->  COMBATIR
3483/12343: inhabilitada -->  INHABILITAR
3484/12343: tragar -->  TRAGAR
3485/12343: desaparecer -->  DESAPARECER
3486/12343: sirvo -->  SERVIR
3487/12343: escucharme -->  ESCUCHAR
3488/12343: regresado -->  REGRESAR
3489/12343: favorecido -->  FAVORECIDO
3490/12343: hundido -->  HUNDIDO
3491/12343: túnel -->  TÚNEL
3492/12343: inclusive -->  INCLUSIVE
3493/12343: ruta -->  RUTA
3494/12343: bici -->  BICI
3495/12343: depende -->  DEPENDER
3496/12343: asturias -->  -
3497/12343: aceptablemente -->  ACEPTABLEMENTE
3498/12343: programación -->  PROGRAMACIÓN
3499/12343: decido -->  DECIDIR
3500/12343: felices -->  -
3501/12343: ausentándome -->  -
3502/12343: hablo -->  HABLAR
3503/12343: babia -->  -
3504/12343: recomendada -->  RECOMENDADO
3505/12343: evado -->  EVADIR
3506/12343: turno -->  TURNO
3507/12343: tardes -->  TARDE
3508/12343: ausento -->  AUSENTAR
3509/12343: aíslo -->  AISLAR
3510/12343: aislarme -->  AISLAR
3511/12343: ausentado -->  AUSENTAR
3512/12343: implica -->  IMPLICAR
3513/12343: soñar -->  SOÑAR
3514/12343: agarraba -->  AGARRAR
3515/12343: agarrando -->  AGARRAR
3516/12343: dieron -->  DAR
3517/12343: neumólogo -->  -
3518/12343: prevista -->  PREVER
3519/12343: citado -->  CITADO
3520/12343: ausencia -->  AUSENCIA
3521/12343: copas -->  COPA
3522/12343: interminable -->  INTERMINABLE
3523/12343: jornada -->  JORNADA
3524/12343: sangrar -->  SANGRAR
3525/12343: nariz -->  NARIZ
3526/12343: paraba -->  PARAR
3527/12343: taponado -->  TAPONAR
3528/12343: operación -->  OPERACIÓN
3529/12343: angustioso -->  ANGUSTIOSO
3530/12343: llorado -->  LLORADO
3531/12343: reprimir -->  REPRIMIR
3532/12343: horrorosa -->  HORROROSO
3533/12343: tapada -->  TAPADO
3534/12343: cirujano -->  CIRUJANO
3535/12343: tapones -->  TAPÓN
3536/12343: férulas -->  FÉRULA
3537/12343: respiro -->  RESPIRO
3538/12343: inflamada -->  INFLAMAR
3539/12343: angustiado -->  ANGUSTIADO
3540/12343: mueble -->  MUEBLE
3541/12343: cautela -->  CAUTELA
3542/12343: comidas -->  COMIDA
3543/12343: acercaban -->  ACERCAR
3544/12343: diversión -->  DIVERSIÓN
3545/12343: comunicado -->  COMUNICADO
3546/12343: exámenes -->  EXAMEN
3547/12343: atrevo -->  ATREVER
3548/12343: perjudicarle -->  PERJUDICAR
3549/12343: compartidos -->  COMPARTIDO
3550/12343: domicilio -->  DOMICILIO
3551/12343: ventajas -->  VENTAJA
3552/12343: perderé -->  PERDER
3553/12343: comenté -->  COMENTAR
3554/12343: tomaba -->  TOMAR
3555/12343: hacían -->  HACER
3556/12343: cambiamos -->  CAMBIAR
3557/12343: rivotril -->  -
3558/12343: espasmos -->  ESPASMO
3559/12343: acercarse -->  ACERCAR
3560/12343: amor -->  AMOR
3561/12343: derive -->  DERIVAR
3562/12343: celos -->  CELO
3563/12343: infundados -->  INFUNDADO
3564/12343: receloso -->  RECELOSO
3565/12343: durar -->  DURAR
3566/12343: pasos -->  PASO
3567/12343: dí -->  -
3568/12343: marcha -->  MARCHA
3569/12343: jugado -->  JUGADO
3570/12343: partido -->  PARTIDO
3571/12343: lesionar -->  LESIONAR
3572/12343: lesión -->  LESIÓN
3573/12343: dictaminado -->  DICTAMINAR
3574/12343: dramática -->  DRAMÁTICA
3575/12343: explicarle -->  EXPLICAR
3576/12343: alcance -->  ALCANCE
3577/12343: base -->  BASE
3578/12343: agobiándonos -->  -
3579/12343: evadido -->  EVADIDO
3580/12343: dejara -->  DEJAR
3581/12343: parecía -->  PARECER
3582/12343: chaval -->  CHAVAL
3583/12343: irresponsable -->  IRRESPONSABLE
3584/12343: preguntado -->  PREGUNTAR
3585/12343: comentado -->  COMENTAR
3586/12343: pidió -->  PEDIR
3587/12343: parezca -->  PARECER
3588/12343: pinchazos -->  PINCHAZO
3589/12343: quitan -->  QUITAR
3590/12343: sabía -->  SABER
3591/12343: resolverlo -->  RESOLVER
3592/12343: adelanto -->  ADELANTO
3593/12343: disponía -->  DISPONER
3594/12343: reponga -->  REPONER
3595/12343: pegas -->  PEGA
3596/12343: casero -->  CASERO
3597/12343: mosqueo -->  MOSQUEO
3598/12343: salimos -->  SALIR
3599/12343: cabreo -->  CABREO
3600/12343: entendí -->  ENTENDER
3601/12343: picajoso -->  -
3602/12343: persecuciones -->  PERSECUCIÓN
3603/12343: consecuencia -->  CONSECUENCIA
3604/12343: atolondrado -->  ATOLONDRADO
3605/12343: adelanté -->  ADELANTAR
3606/12343: footing -->  -
3607/12343: completa -->  COMPLETO
3608/12343: soñando -->  SOÑAR
3609/12343: mordían -->  MORDER
3610/12343: reacción -->  REACCIÓN
3611/12343: moviéndome -->  -
3612/12343: continuos -->  CONTINUO
3613/12343: películas -->  PELÍCULA
3614/12343: sudor -->  SUDOR
3615/12343: agresiones -->  AGRESIÓN
3616/12343: sienes -->  SIEN
3617/12343: consecutivo -->  CONSECUTIVO
3618/12343: necesidad -->  NECESIDAD
3619/12343: despertador -->  DESPERTADOR
3620/12343: tren -->  TREN
3621/12343: llegando -->  LLEGAR
3622/12343: enfadados -->  ENFADAR
3623/12343: preguntó -->  PREGUNTAR
3624/12343: contestación -->  CONTESTACIÓN
3625/12343: desvariar -->  DESVARIAR
3626/12343: haciéndose -->  -
3627/12343: creía -->  CREER
3628/12343: dejamos -->  DEJAR
3629/12343: aumentado -->  AUMENTAR
3630/12343: despertando -->  DESPERTAR
3631/12343: enseñar -->  ENSEÑAR
3632/12343: controlar -->  CONTROLAR
3633/12343: smartphone -->  -
3634/12343: desbordada -->  DESBORDADO
3635/12343: contestado -->  CONTESTAR
3636/12343: tirado -->  TIRADO
3637/12343: acabé -->  ACABAR
3638/12343: seguía -->  SEGUIR
3639/12343: descargo -->  DESCARGO
3640/12343: retoco -->  RETOCAR
3641/12343: comunico -->  COMUNICAR
3642/12343: aburre -->  ABURRIR
3643/12343: cantilena -->  CANTILENA
3644/12343: criado -->  CRIADO
3645/12343: quieto -->  QUIETO
3646/12343: callo -->  CALLO
3647/12343: empezamos -->  EMPEZAR
3648/12343: remedio -->  REMEDIO
3649/12343: empeoraría -->  EMPEORAR
3650/12343: solos -->  SOLO
3651/12343: horarios -->  HORARIO
3652/12343: buenamente -->  BUENAMENTE
3653/12343: hablarnos -->  HABLAR
3654/12343: desmotivado -->  DESMOTIVADO
3655/12343: podríamos -->  PODER
3656/12343: vengo -->  VENGAR
3657/12343: yogur -->  YOGUR
3658/12343: bicicleta -->  BICICLETA
3659/12343: monte -->  MONTE
3660/12343: ameno -->  AMENO
3661/12343: termino -->  TERMINAR
3662/12343: desganado -->  DESGANADO
3663/12343: respondo -->  RESPONDER
3664/12343: mensajes -->  MENSAJE
3665/12343: cortos -->  CORTO
3666/12343: reprocha -->  REPROCHAR
3667/12343: valoraciones -->  VALORACIÓN
3668/12343: pertenecen -->  PERTENECER
3669/12343: conversado -->  CONVERSAR
3670/12343: satisfactorio -->  SATISFACTORIO
3671/12343: ausentando -->  AUSENTAR
3672/12343: pauta -->  PAUTA
3673/12343: definida -->  DEFINIDO
3674/12343: comento -->  COMENTO
3675/12343: bromas -->  BROMA
3676/12343: pronuncio -->  PRONUNCIO
3677/12343: nombre -->  NOMBRE
3678/12343: intentamos -->  INTENTAR
3679/12343: desvía -->  DESVIAR
3680/12343: punto -->  PUNTO
3681/12343: diferente -->  DIFERENTE
3682/12343: púes -->  PUAR
3683/12343: antidepresiva -->  ANTIDEPRESIVO
3684/12343: broma -->  BROMA
3685/12343: ausentarme -->  AUSENTAR
3686/12343: aburriendo -->  ABURRIR
3687/12343: celebración -->  CELEBRACIÓN
3688/12343: granada -->  GRANADA
3689/12343: olvidé -->  OLVIDAR
3690/12343: trabajé -->  TRABAJAR
3691/12343: viajamos -->  VIAJAR
3692/12343: barbacoa -->  BARBACOA
3693/12343: agobiarme -->  AGOBIAR
3694/12343: separaba -->  SEPARAR
3695/12343: desanimado -->  DESANIMADO
3696/12343: verlos -->  VER
3697/12343: limbo -->  LIMBO
3698/12343: describirlo -->  DESCRIBIR
3699/12343: piscina -->  PISCINA
3700/12343: discutiendo -->  DISCUTIR
3701/12343: despejarme -->  DESPEJAR
3702/12343: preparándome -->  -
3703/12343: apareció -->  APARECER
3704/12343: acompañaba -->  ACOMPAÑAR
3705/12343: gesto -->  GESTO
3706/12343: exploté -->  EXPLOTAR
3707/12343: llantos -->  LLANTO
3708/12343: discutida -->  DISCUTIDO
3709/12343: libreto -->  LIBRETO
3710/12343: mochila -->  MOCHILA
3711/12343: leerlo -->  LEER
3712/12343: gritado -->  GRITAR
3713/12343: tonta -->  TONTO
3714/12343: saltado -->  SALTADO
3715/12343: aires -->  AIRE
3716/12343: equasím -->  -
3717/12343: subvención -->  SUBVENCIÓN
